App_Name,EndTime,"IoTDeviceBatteryConsumption",IoTDeviceDrained,SimulationTime,StartTime,TotalCloudLetSizes,TotalEdgeLetSizes,TotalIoTGeneratedData,TotalMELGeneratedData,appTotalRunningTime
App_76,79.70988000000001,10.190000000000097,No,43.45788000000001,36.252,200,250,1,70,43.45788000000001
App_77,117.58422,10.180000000000092,No,81.12022,36.464,200,250,1,70,81.12022
App_78,116.38683,10.180000000000092,No,79.92283,36.464,200,250,1,70,79.92283
App_79,83.12718,14.260000000000133,No,46.66318,36.464,200,250,1,70,46.66318
App_80,63.87268000000001,15.280000000000143,No,27.40868000000001,36.464,200,250,1,70,27.40868000000001
App_81,65.97733999999998,10.180000000000092,No,29.513339999999985,36.464,200,250,1,70,29.513339999999985
App_82,81.77198,10.180000000000092,No,45.30798,36.464,200,250,1,70,45.30798
App_83,116.31332000000002,12.230000000000118,No,79.63732000000002,36.676,200,250,1,70,79.63732000000002
App_84,115.57332000000001,12.230000000000118,No,78.89732000000001,36.676,200,250,1,70,78.89732000000001
App_85,84.453,16.31000000000016,No,47.777,36.676,200,250,1,70,47.777
App_86,64.87289,17.33000000000017,No,28.196889999999996,36.676,200,250,1,70,28.196889999999996
App_87,65.24356,12.230000000000118,No,28.56756,36.676,200,250,1,70,28.56756
App_88,84.76533,12.230000000000118,No,48.089330000000004,36.676,200,250,1,70,48.089330000000004
App_89,113.37078000000001,12.220000000000113,No,76.48278000000002,36.888,200,250,1,70,76.48278000000002
App_90,113.37078000000001,12.220000000000113,No,76.48278000000002,36.888,200,250,1,70,76.48278000000002
App_91,66.09838000000002,10.190000000000097,No,29.210380000000022,36.888,200,250,1,70,29.210380000000022
App_92,85.16255000000002,16.300000000000153,No,48.274550000000026,36.888,200,250,1,70,48.274550000000026
App_93,64.07405,17.320000000000164,No,27.18605,36.888,200,250,1,70,27.18605
App_94,64.74981999999999,12.220000000000113,No,27.861819999999987,36.888,200,250,1,70,27.861819999999987
App_95,85.85102000000003,12.220000000000113,No,48.963020000000036,36.888,200,250,1,70,48.963020000000036
App_96,118.43673999999997,14.270000000000138,No,81.33673999999996,37.1,200,250,1,70,81.33673999999996
App_97,119.42473999999999,14.270000000000138,No,82.32473999999999,37.1,200,250,1,70,82.32473999999999
App_98,64.89689,12.230000000000118,No,27.796889999999998,37.1,200,250,1,70,27.796889999999998
App_99,86.89245000000004,18.35000000000018,No,49.79245000000004,37.1,200,250,1,70,49.79245000000004
App_100,64.31781999999997,19.37000000000019,No,27.217819999999968,37.1,200,250,1,70,27.217819999999968
App_101,66.11076000000001,14.270000000000138,No,29.010760000000012,37.1,200,250,1,70,29.010760000000012
App_102,86.89855000000001,14.270000000000138,No,49.79855000000001,37.1,200,250,1,70,49.79855000000001
