APP_ID,AppName,CloudLetMISize,"CloudLetProcessingTimeByVM","DataSizeIoTDeviceToMEL_Mb",DataSizeMELToVM_Mb,DestinationVmName,EdgeLetMISize,"EdgeLetProcessingTimeByMEL",EdgeLet_MEL_FinishTime,EdgeLet_MEL_StartTime,FinishTime,IoTDeviceName,MELName,MelEndTransmissionTime,MelStartTransmissionTime,StartTime,Transaction,TransactionTotalTime,"TransmissionTimeIoTDeviceToMEL",TransmissionTimeMELToVM,flowIoTMelAppId,flowMELCloudAppId,path_dst,path_src,zEdgeToWANBW
60,App_60,200.0,0.7988199999999992,1,70,"VM_1 (Cloud_1)",250.0,8.543999999999983,44.58399999999998,36.04,61.8452,id_0,"MEL_Edge_34.35 (Edge_34)",61.04638,44.58399999999998,35.828,1,26.017199999999995,0.2119999999999962,16.462380000000017,60,60,"Host#1@Cloud_1",34,4.545454545454546
61,App_61,200.0,1.3588900000000095,1,70,"VM_2 (Cloud_1)",250.0,9.35599999999998,45.39599999999998,36.04,64.28205,id_3,"MEL_Edge_34.31 (Edge_34)",62.92315999999999,45.39599999999998,35.828,1,28.454049999999995,0.2119999999999962,17.52716000000001,61,61,"Host#2@Cloud_1",34,5.882352941176471
62,App_62,200.0,0.7960300000000302,1,70,"VM_3 (Cloud_1)",250.0,14.840000000000003,50.88,36.04,66.77600000000002,id_2,"MEL_Edge_204c.11 (Edge_204c)",65.97997,50.88,35.828,1,30.94800000000002,0.2119999999999962,15.099969999999992,62,62,"Host#3@Cloud_1",44,1.9607843137254901
63,App_63,200.0,0.796289999999999,1,70,"VM_4 (Cloud_1)",250.0,25.01999999999999,61.27199999999999,36.252,113.50307000000001,id_5,"MEL_Edge_9.2 (Edge_9)",112.70678000000001,61.27199999999999,36.04,1,77.46307000000002,0.2120000000000033,51.43478000000002,63,63,"Host#4@Cloud_1",9,1.694915254237288
64,App_64,200.0,0.796289999999999,1,70,"VM_5 (Cloud_1)",250.0,25.01999999999999,61.27199999999999,36.252,113.50307000000001,id_4,"MEL_Edge_9.2 (Edge_9)",112.70678000000001,61.27199999999999,36.04,1,77.46307000000002,0.2120000000000033,51.43478000000002,64,64,"Host#5@Cloud_1",9,1.6666666666666667
65,App_65,200.0,0.796289999999999,1,70,"VM_6 (Cloud_1)",250.0,25.01999999999999,61.27199999999999,36.252,113.50307000000001,id_6,"MEL_Edge_9.2 (Edge_9)",112.70678000000001,61.27199999999999,36.04,1,77.46307000000002,0.2120000000000033,51.43478000000002,65,65,"Host#6@Cloud_1",9,1.639344262295082
66,App_66,200.0,0.7999999999999972,1,70,"VM_7 (Cloud_1)",250.0,15.423999999999985,51.67599999999999,36.252,74.85153,id_1,"MEL_Edge_204c.17 (Edge_204c)",74.05153,51.67599999999999,36.04,1,38.81153,0.2120000000000033,22.375530000000012,66,66,"Host#1@Cloud_1",44,2.0408163265306123
67,App_67,200.0,2.123800000000003,1,70,"VM_8 (Cloud_1)",250.0,9.443999999999981,45.695999999999984,36.252,65.38017,id_0,"MEL_Edge_34.31 (Edge_34)",63.256370000000004,45.695999999999984,36.04,1,29.340170000000008,0.2120000000000033,17.56037000000002,67,67,"Host#2@Cloud_1",34,8.333333333333334
68,App_68,200.0,0.7963799999999992,1,70,"VM_9 (Cloud_1)",250.0,8.747999999999983,44.999999999999986,36.252,62.934760000000004,id_3,"MEL_Edge_34.33 (Edge_34)",62.138380000000005,44.999999999999986,36.04,1,26.894760000000005,0.2120000000000033,17.13838000000002,68,68,"Host#3@Cloud_1",34,4.761904761904762
69,App_69,200.0,0.7999999999999972,1,70,"VM_10 (Cloud_1)",250.0,15.764000000000003,52.016000000000005,36.252,77.5716,id_2,"MEL_Edge_204c.14 (Edge_204c)",76.7716,52.016000000000005,36.04,1,41.531600000000005,0.2120000000000033,24.7556,69,69,"Host#4@Cloud_1",44,2.0833333333333335
