bandWidthShare,channelID,edgeName,melName,timeStamp
5.2631578947368425,"channelID: 259",Edge_204c,MEL_Edge_204c.11,54.52799999999999
5.0,"channelID: 259",Edge_204c,MEL_Edge_204c.11,54.699999999999996
4.761904761904762,"channelID: 259",Edge_204c,MEL_Edge_204c.11,54.75999999999999
4.545454545454546,"channelID: 259",Edge_204c,MEL_Edge_204c.11,54.80799999999999
4.3478260869565215,"channelID: 259",Edge_204c,MEL_Edge_204c.11,54.89199999999999
4.166666666666667,"channelID: 259",Edge_204c,MEL_Edge_204c.11,54.97199999999999
4.0,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.04399999999999
3.8461538461538463,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.05199999999998
3.7037037037037037,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.151999999999994
3.5714285714285716,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.23599999999999
3.7037037037037037,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.27094999999999
3.5714285714285716,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.28799999999999
3.4482758620689653,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.31199999999998
3.3333333333333335,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.395999999999994
3.225806451612903,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.40399999999999
3.125,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.41999999999998
3.0303030303030303,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.49199999999998
2.9411764705882355,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.50399999999999
2.857142857142857,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.53599999999999
2.7777777777777777,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.56399999999998
2.7027027027027026,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.57199999999998
2.6315789473684212,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.61599999999998
2.5641025641025643,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.61999999999998
2.5,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.63199999999998
2.380952380952381,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.65599999999997
2.272727272727273,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.67999999999998
2.1739130434782608,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.69199999999997
2.127659574468085,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.71599999999997
2.0833333333333335,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.78799999999998
2.0408163265306123,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.843999999999966
2.0,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.871999999999986
1.9607843137254901,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.89599999999999
1.9230769230769231,"channelID: 259",Edge_204c,MEL_Edge_204c.11,55.90799999999998
20.0,"channelID: 224",Edge_34,MEL_Edge_34.33,43.69200000000001
16.666666666666668,"channelID: 224",Edge_34,MEL_Edge_34.33,43.912000000000006
20.0,"channelID: 224",Edge_34,MEL_Edge_34.33,43.96587000000001
25.0,"channelID: 224",Edge_34,MEL_Edge_34.33,44.00591000000001
20.0,"channelID: 224",Edge_34,MEL_Edge_34.33,44.212
16.666666666666668,"channelID: 224",Edge_34,MEL_Edge_34.33,44.255999999999986
14.285714285714286,"channelID: 224",Edge_34,MEL_Edge_34.33,44.54799999999999
12.5,"channelID: 224",Edge_34,MEL_Edge_34.33,44.58399999999998
11.11111111111111,"channelID: 224",Edge_34,MEL_Edge_34.33,44.999999999999986
12.5,"channelID: 224",Edge_34,MEL_Edge_34.33,45.03476999999999
11.11111111111111,"channelID: 224",Edge_34,MEL_Edge_34.33,45.092000000000006
10.0,"channelID: 224",Edge_34,MEL_Edge_34.33,45.251999999999995
9.090909090909092,"channelID: 224",Edge_34,MEL_Edge_34.33,45.26799999999998
8.333333333333334,"channelID: 224",Edge_34,MEL_Edge_34.33,45.39599999999998
7.6923076923076925,"channelID: 224",Edge_34,MEL_Edge_34.33,45.51199999999999
7.142857142857143,"channelID: 224",Edge_34,MEL_Edge_34.33,45.59200000000001
6.666666666666667,"channelID: 224",Edge_34,MEL_Edge_34.33,45.611999999999995
6.25,"channelID: 224",Edge_34,MEL_Edge_34.33,45.639999999999986
5.882352941176471,"channelID: 224",Edge_34,MEL_Edge_34.33,45.695999999999984
5.555555555555555,"channelID: 224",Edge_34,MEL_Edge_34.33,45.72799999999998
5.2631578947368425,"channelID: 224",Edge_34,MEL_Edge_34.33,45.731999999999985
5.0,"channelID: 224",Edge_34,MEL_Edge_34.33,45.80999999999998
4.761904761904762,"channelID: 224",Edge_34,MEL_Edge_34.33,45.85599999999999
4.545454545454546,"channelID: 224",Edge_34,MEL_Edge_34.33,45.941999999999986
4.3478260869565215,"channelID: 224",Edge_34,MEL_Edge_34.33,46.124
4.166666666666667,"channelID: 224",Edge_34,MEL_Edge_34.33,46.27399999999999
